latitude,longitude,time,date,MQ135 value 0-1024,MQ135 average,MQ135 peak,MQ2 value," MQ2 average"," MQ2 peak"," dust pcs/0.01cf",CO2 ppm,CO ppm
51.4932518005,0.0066933007,14:8:32,25/8/2016,111.00,110.83,114.00,76.00,76.15,80.00,5821.53,209,0.016975401
51.4932518005,0.0067033004,14:8:32,25/8/2016,111.00,110.73,114.00,76.00,76.06,79.00,5821.53,208,0.016904894
51.4932441711,0.0067165999,14:8:34,25/8/2016,110.00,110.71,114.00,74.00,76.03,79.00,5821.53,208,0.016890831
51.4932365417,0.0067283005,14:8:35,25/8/2016,110.00,110.67,114.00,76.00,76.05,79.00,5821.53,208,0.016862705
51.4932289123,0.0067416000,14:8:36,25/8/2016,113.00,110.61,113.00,73.00,75.95,79.00,5821.53,208,0.016820604
51.4932212829,0.0067566008,14:8:36,25/8/2016,110.00,110.42,114.00,76.00,75.84,79.00,5821.53,207,0.016687807
51.4931983947,0.0067750000,14:8:39,25/8/2016,112.00,110.36,114.00,73.00,75.76,79.00,2651.27,206,0.01664605
51.4931869506,0.0067816009,14:8:40,25/8/2016,112.00,110.33,113.00,75.00,75.59,79.00,2651.27,206,0.016625194
51.4931869506,0.0067883005,14:8:40,25/8/2016,110.00,110.33,113.00,76.00,75.64,79.00,2651.27,206,0.016625194
51.4931716918,0.0067965993,14:8:42,25/8/2016,109.00,110.22,114.00,77.00,75.40,79.00,2651.27,206,0.016548919
51.4931640625,0.0068066000,14:8:43,25/8/2016,112.00,110.15,113.00,78.00,75.22,78.00,2651.27,205,0.016500523
51.4931411743,0.0068133001,14:8:44,25/8/2016,108.00,110.06,113.00,73.00,75.12,79.00,2651.27,205,0.016438458
51.4931297302,0.0068215999,14:8:44,25/8/2016,110.00,109.88,113.00,75.00,75.06,78.00,2651.27,204,0.016314896
51.4931144714,0.0068333001,14:8:46,25/8/2016,110.00,109.73,113.00,75.00,74.91,78.00,2651.27,203,0.016212486
51.4931068420,0.0068450002,14:8:47,25/8/2016,109.00,109.83,113.00,75.00,74.93,78.00,2651.27,204,0.016280703
51.4930915832,0.0068550004,14:8:48,25/8/2016,110.00,109.68,113.00,75.00,74.91,79.00,2651.27,203,0.016178463
51.4930839538,0.0068616003,14:8:48,25/8/2016,110.00,109.62,113.00,75.00,74.86,78.00,2651.27,202,0.016137712
51.4930763244,0.0068665990,14:8:50,25/8/2016,110.00,109.56,112.00,75.00,74.92,78.00,2651.27,202,0.01609703
51.4930648803,0.0068716001,14:8:51,25/8/2016,109.00,109.30,112.00,75.00,74.85,78.00,2651.27,201,0.015921708
51.4930572509,0.0068782997,14:8:52,25/8/2016,109.00,109.18,112.00,75.00,74.69,78.00,2651.27,200,0.015841296
51.4930496215,0.0068866009,14:8:52,25/8/2016,109.00,109.15,112.00,75.00,74.53,78.00,2651.27,200,0.01582125
51.4930419921,0.0068949995,14:8:54,25/8/2016,107.00,109.25,112.00,75.00,74.32,78.00,2651.27,200,0.015888171
51.4930343627,0.0069016003,14:8:55,25/8/2016,108.00,108.81,112.00,76.00,74.17,77.00,2651.27,198,0.015595384
51.4930267333,0.0069115996,14:8:56,25/8/2016,107.00,107.78,111.00,73.00,73.55,77.00,2651.27,193,0.0149266105
51.4930076599,0.0069183006,14:8:56,25/8/2016,109.00,107.86,111.00,71.00,73.25,77.00,2651.27,193,0.0149777355
51.4929924011,0.0069266009,14:8:58,25/8/2016,108.00,108.16,111.00,74.00,73.39,77.00,2651.27,195,0.015170661
51.4929847717,0.0069383001,14:8:59,25/8/2016,109.00,108.80,112.00,76.00,73.91,77.00,2651.27,198,0.015588782
51.4929695129,0.0069566006,14:9:0,25/8/2016,110.00,108.96,112.00,74.00,74.08,78.00,2651.27,199,0.015694715
51.4929618835,0.0069683003,14:9:0,25/8/2016,111.00,109.42,113.00,72.00,74.60,78.00,2651.27,201,0.016002437
51.4929542541,0.0069816007,14:9:2,25/8/2016,109.00,109.75,113.00,72.00,74.89,78.00,2651.27,203,0.016226117
51.4929428100,0.0069966006,14:9:3,25/8/2016,111.00,109.84,113.00,77.00,75.09,78.00,2651.27,204,0.016287541
51.4929275512,0.0070065999,14:9:4,25/8/2016,108.00,109.95,113.00,77.00,75.11,79.00,2651.27,204,0.01636286
51.4929199218,0.0070183000,14:9:4,25/8/2016,110.00,110.08,113.00,75.00,75.14,78.00,2651.27,205,0.016452229
51.4929046630,0.0070300006,14:9:6,25/8/2016,111.00,110.09,113.00,77.00,75.11,79.00,2651.27,205,0.016459128
51.4928970336,0.0070365996,14:9:7,25/8/2016,110.00,110.19,113.00,75.00,75.02,79.00,2651.27,205,0.016528158
51.4928779602,0.0070450000,14:9:8,25/8/2016,110.00,110.12,113.00,72.00,74.97,78.00,2651.27,205,0.016479816
51.4928703308,0.0070500001,14:9:8,25/8/2016,110.00,110.01,113.00,77.00,74.93,78.00,1398.25,204,0.016404066
51.4928550720,0.0070516004,14:9:10,25/8/2016,110.00,109.81,113.00,75.00,74.84,78.00,1398.25,203,0.016267035
51.4928474426,0.0070532999,14:9:11,25/8/2016,110.00,109.85,113.00,75.00,74.82,78.00,1398.25,204,0.016294375
51.4928398132,0.0070666003,14:9:12,25/8/2016,111.00,109.70,113.00,76.00,74.87,78.00,1398.25,203,0.016192058
51.4928207397,0.0070715999,14:9:12,25/8/2016,111.00,109.84,113.00,73.00,74.90,78.00,1398.25,204,0.016287541
51.4928131103,0.0070783004,14:9:14,25/8/2016,110.00,109.83,113.00,75.00,74.90,78.00,1398.25,204,0.016280703
51.4928131103,0.0070866003,14:9:15,25/8/2016,110.00,109.83,113.00,73.00,74.92,78.00,1398.25,204,0.016280703
51.4928054809,0.0071000003,14:9:16,25/8/2016,110.00,109.90,113.00,74.00,74.97,78.00,1398.25,204,0.016328592
51.4927978515,0.0071083002,14:9:16,25/8/2016,112.00,109.90,113.00,75.00,74.92,78.00,1398.25,204,0.016328592
51.4927978515,0.0071133003,14:9:18,25/8/2016,110.00,109.80,113.00,75.00,74.81,78.00,1398.25,203,0.016260214
51.4927902221,0.0071216001,14:9:19,25/8/2016,110.00,109.66,113.00,74.00,74.68,78.00,1398.25,203,0.016164871
51.4927749633,0.0071266002,14:9:20,25/8/2016,108.00,109.74,113.00,76.00,74.68,78.00,1398.25,203,0.016219296
51.4927635192,0.0071382999,14:9:20,25/8/2016,110.00,109.60,113.00,75.00,74.74,78.00,1398.25,202,0.016124142
51.4927482604,0.0071500005,14:9:22,25/8/2016,109.00,109.72,113.00,73.00,74.80,78.00,1398.25,203,0.016205674
51.4927406311,0.0071583003,14:9:23,25/8/2016,110.00,109.63,113.00,75.00,74.76,78.00,1398.25,202,0.016144495
51.4927330017,0.0071650004,14:9:24,25/8/2016,110.00,109.52,112.00,75.00,74.59,78.00,1398.25,202,0.016069958
51.4927253723,0.0071683001,14:9:24,25/8/2016,109.00,109.40,112.00,75.00,74.58,78.00,1398.25,201,0.01598896
51.4927101135,0.0071733002,14:9:26,25/8/2016,110.00,109.51,113.00,74.00,74.50,78.00,1398.25,202,0.016063195
51.4926986694,0.0071816005,14:9:27,25/8/2016,109.00,109.33,112.00,74.00,74.39,78.00,1398.25,201,0.015941855
51.4926910400,0.0071933002,14:9:28,25/8/2016,110.00,109.09,112.00,76.00,73.99,77.00,1398.25,200,0.0157812
51.4926757812,0.0072050004,14:9:28,25/8/2016,109.00,108.81,112.00,74.00,73.73,77.00,1398.25,198,0.015595384
51.4926681518,0.0072133007,14:9:30,25/8/2016,109.00,108.86,112.00,74.00,73.79,77.00,1398.25,198,0.015628438
51.4926528930,0.0072200002,14:9:31,25/8/2016,109.00,108.85,112.00,74.00,73.87,77.00,1398.25,198,0.015621826
51.4926338195,0.0072283005,14:9:32,25/8/2016,109.00,108.90,112.00,74.00,73.93,77.00,1398.25,199,0.015654925
51.4926185607,0.0072315998,14:9:32,25/8/2016,109.00,108.93,112.00,73.00,73.43,77.00,1398.25,199,0.015674809
51.4926109313,0.0072333002,14:9:34,25/8/2016,108.00,108.81,112.00,72.00,72.67,76.00,1398.25,198,0.015595384
51.4926033020,0.0072366003,14:9:35,25/8/2016,108.00,108.77,111.00,73.00,72.35,76.00,1398.25,198,0.015568978
51.4925956726,0.0072416000,14:9:36,25/8/2016,109.00,108.69,112.00,73.00,72.41,76.00,1398.25,198,0.015516273
51.4925765991,0.0072532997,14:9:36,25/8/2016,109.00,108.99,112.00,73.00,72.91,76.00,1398.25,199,0.015714634
51.4925689697,0.0072633004,14:9:38,25/8/2016,109.00,109.07,112.00,74.00,73.25,77.00,1398.25,200,0.015767882
51.4925613403,0.0072716002,14:9:39,25/8/2016,110.00,109.29,112.00,76.00,73.94,77.00,1398.25,201,0.015914995
51.4925460815,0.0072883005,14:9:40,25/8/2016,109.00,109.12,112.00,75.00,74.20,77.00,2273.61,200,0.015801216
51.4925384521,0.0072982997,14:9:40,25/8/2016,109.00,109.02,112.00,74.00,74.06,78.00,2273.61,199,0.01573459
51.4925193786,0.0073082995,14:9:42,25/8/2016,109.00,109.03,112.00,74.00,73.79,77.00,2273.61,199,0.015741237
51.4925117492,0.0073183007,14:9:43,25/8/2016,109.00,109.14,112.00,75.00,74.05,77.00,2273.61,200,0.015814569
51.4925041198,0.0073300004,14:9:44,25/8/2016,109.00,109.37,112.00,76.00,75.10,79.00,2273.61,201,0.01596877
51.4924964904,0.0073415999,14:9:44,25/8/2016,109.00,109.24,112.00,76.00,75.88,79.00,2273.61,200,0.015881462
51.4924888610,0.0073549995,14:9:46,25/8/2016,109.00,109.25,112.00,76.00,75.93,79.00,2273.61,200,0.015888171
51.4924812316,0.0073750009,14:9:47,25/8/2016,109.00,109.16,112.00,76.00,76.04,79.00,2273.61,200,0.01582794
51.4924659729,0.0073866009,14:9:48,25/8/2016,109.00,109.12,112.00,77.00,76.30,80.00,2273.61,200,0.015801216
51.4924468994,0.0074032998,14:9:48,25/8/2016,109.00,109.32,112.00,77.00,76.81,80.00,2273.61,201,0.015935142
51.4924392700,0.0074133005,14:9:50,25/8/2016,110.00,109.83,113.00,77.00,76.98,80.00,2273.61,204,0.016280703
51.4924240112,0.0074250006,14:9:51,25/8/2016,110.00,109.96,113.00,78.00,77.22,80.00,2273.61,204,0.016369728
51.4924163818,0.0074383010,14:9:52,25/8/2016,110.00,109.99,113.00,78.00,77.87,81.00,2273.61,204,0.01639032
51.4924087524,0.0074465999,14:9:52,25/8/2016,110.00,109.97,113.00,78.00,78.01,81.00,2273.61,204,0.016376594
51.4923973083,0.0074566001,14:9:54,25/8/2016,110.00,110.06,113.00,78.00,78.12,81.00,2273.61,205,0.016438458
51.4923820495,0.0074650001,14:9:55,25/8/2016,110.00,110.04,113.00,78.00,78.16,81.00,2273.61,205,0.016424697
51.4923744201,0.0074750003,14:9:56,25/8/2016,110.00,110.06,113.00,78.00,78.10,81.00,2273.61,205,0.016438458
51.4923744201,0.0074833006,14:9:56,25/8/2016,110.00,110.07,113.00,78.00,78.04,81.00,2273.61,205,0.016445352
51.4923667907,0.0074933004,14:9:58,25/8/2016,113.00,110.14,113.00,80.00,78.02,82.00,2273.61,205,0.016493622
51.4923591613,0.0075016012,14:9:59,25/8/2016,111.00,110.12,113.00,80.00,78.00,81.00,2273.61,205,0.016479816
51.4923515319,0.0075065999,14:10:0,25/8/2016,111.00,110.24,113.00,78.00,77.99,81.00,2273.61,206,0.016562762
51.4923439025,0.0075100002,14:10:0,25/8/2016,110.00,110.28,113.00,78.00,77.90,81.00,2273.61,206,0.016590497
51.4923248291,0.0075150003,14:10:2,25/8/2016,109.00,110.25,113.00,76.00,77.81,81.00,2273.61,206,0.01656969
51.4923095703,0.0075183005,14:10:3,25/8/2016,111.00,110.31,113.00,78.00,77.74,81.00,2273.61,206,0.0166113
51.4923019409,0.0075216002,14:10:4,25/8/2016,110.00,110.46,114.00,78.00,77.70,81.00,2273.61,207,0.016715689
51.4922943115,0.0075266003,14:10:4,25/8/2016,110.00,110.55,113.00,77.00,77.72,81.00,2273.61,207,0.016778583
51.4922866821,0.0075300006,14:10:6,25/8/2016,108.00,110.42,113.00,78.00,77.44,81.00,2273.61,207,0.016687807
51.4922676086,0.0075383005,14:10:7,25/8/2016,111.00,110.91,114.00,78.00,77.54,81.00,2273.61,209,0.01703197
51.4922676086,0.0075415997,14:10:8,25/8/2016,111.00,110.94,114.00,77.00,77.38,81.00,2273.61,209,0.017053224
51.4922599792,0.0075566005,14:10:8,25/8/2016,111.00,110.95,114.00,77.00,77.19,80.00,2273.61,209,0.017060315
51.4922523498,0.0075666003,14:10:10,25/8/2016,111.00,110.95,113.00,77.00,77.13,80.00,1977.23,209,0.017060315
51.4922370910,0.0075783004,14:10:11,25/8/2016,111.00,110.50,113.00,77.00,76.97,80.00,1977.23,207,0.016743617
51.4922294616,0.0075966000,14:10:12,25/8/2016,110.00,110.27,113.00,77.00,76.92,80.00,1977.23,206,0.016583549
51.4922218322,0.0076250004,14:10:12,25/8/2016,109.00,110.32,113.00,77.00,76.92,80.00,1977.23,206,0.016618248
51.4922027587,0.0076416006,14:10:14,25/8/2016,111.00,110.43,114.00,77.00,76.80,80.00,1977.23,207,0.016694773
51.4921951293,0.0076565990,14:10:15,25/8/2016,113.00,110.53,113.00,77.00,76.42,80.00,1977.23,207,0.016764587
51.4921798706,0.0076700000,14:10:16,25/8/2016,110.00,110.11,113.00,76.00,76.13,80.00,1977.23,205,0.016472911
51.4921646118,0.0076800003,14:10:16,25/8/2016,110.00,110.21,113.00,76.00,76.06,79.00,1977.23,206,0.016541999
51.4921531677,0.0076883006,14:10:18,25/8/2016,110.00,110.12,113.00,76.00,76.01,79.00,1977.23,205,0.016479816
51.4921302795,0.0077032995,14:10:19,25/8/2016,110.00,110.16,113.00,76.00,75.99,79.00,1977.23,205,0.016507428
51.4921226501,0.0077100009,14:10:20,25/8/2016,111.00,110.43,113.00,76.00,75.96,79.00,1977.23,207,0.016694773
51.4921150207,0.0077183008,14:10:20,25/8/2016,111.00,110.44,113.00,76.00,75.99,79.00,1977.23,207,0.01670175
51.4921073913,0.0077283000,14:10:22,25/8/2016,112.00,110.49,113.00,73.00,76.03,79.00,1977.23,207,0.016736625
51.4920997619,0.0077399997,14:10:23,25/8/2016,110.00,110.45,113.00,76.00,76.01,79.00,1977.23,207,0.016708717
51.4920883178,0.0077516007,14:10:24,25/8/2016,110.00,110.53,113.00,79.00,76.00,79.00,1977.23,207,0.016764587
51.4920730590,0.0077716007,14:10:24,25/8/2016,110.00,110.36,113.00,76.00,76.00,79.00,1977.23,206,0.01664605
51.4920654296,0.0077899999,14:10:26,25/8/2016,110.00,110.21,113.00,74.00,75.94,79.00,1977.23,206,0.016541999
51.4920578002,0.0078032999,14:10:27,25/8/2016,110.00,110.15,113.00,76.00,75.93,79.00,1977.23,205,0.016500523
51.4920425415,0.0078183002,14:10:28,25/8/2016,108.00,110.08,113.00,79.00,75.89,79.00,1977.23,205,0.016452229
51.4920310974,0.0078266000,14:10:28,25/8/2016,111.00,110.09,113.00,74.00,75.92,79.00,1977.23,205,0.016459128
51.4920234680,0.0078383007,14:10:30,25/8/2016,110.00,110.11,113.00,76.00,75.86,79.00,1977.23,205,0.016472911
51.4920005798,0.0078450002,14:10:31,25/8/2016,110.00,110.00,113.00,76.00,75.76,79.00,1977.23,204,0.016397195
51.4919853210,0.0078533000,14:10:32,25/8/2016,110.00,110.01,113.00,76.00,75.61,79.00,1977.23,204,0.016404066
51.4919662475,0.0078615999,14:10:32,25/8/2016,110.00,109.98,113.00,78.00,75.39,79.00,1977.23,204,0.016383462
51.4919586181,0.0078699998,14:10:34,25/8/2016,110.00,109.78,113.00,75.00,75.12,78.00,1977.23,203,0.016246565
51.4919509887,0.0078816003,14:10:35,25/8/2016,110.00,109.74,113.00,75.00,75.00,78.00,1977.23,203,0.016219296
51.4919357299,0.0078966007,14:10:36,25/8/2016,110.00,109.15,112.00,75.00,74.68,78.00,1977.23,200,0.01582125
51.4919281005,0.0079083003,14:10:36,25/8/2016,109.00,108.88,112.00,74.00,74.59,78.00,1977.23,199,0.015641676
51.4919090270,0.0079200005,14:10:38,25/8/2016,109.00,108.93,112.00,75.00,74.34,78.00,1977.23,199,0.015674809
51.4919013977,0.0079333000,14:10:39,25/8/2016,110.00,109.64,113.00,75.00,74.94,78.00,1977.23,203,0.016151285
51.4918708801,0.0079533004,14:10:40,25/8/2016,108.00,109.94,113.00,72.00,75.04,79.00,342.00,204,0.016356004
51.4918556213,0.0079583001,14:10:42,25/8/2016,110.00,109.89,113.00,75.00,74.96,78.00,342.00,204,0.016321745
51.4918365478,0.0079649996,14:10:43,25/8/2016,110.00,110.05,113.00,75.00,74.99,78.00,342.00,205,0.016431576
51.4918212890,0.0079700002,14:10:44,25/8/2016,111.00,110.27,113.00,76.00,75.22,79.00,342.00,206,0.016583549
51.4918136596,0.0079766006,14:10:44,25/8/2016,111.00,110.67,114.00,76.00,75.80,79.00,342.00,208,0.016862705
51.4918060302,0.0079899997,14:10:46,25/8/2016,111.00,110.87,114.00,76.00,75.95,79.00,342.00,209,0.017003674
51.4917869567,0.0079982995,14:10:47,25/8/2016,111.00,111.06,114.00,76.00,75.96,79.00,342.00,210,0.017138442
51.4917716979,0.0080100002,14:10:48,25/8/2016,114.00,111.20,114.00,78.00,76.16,80.00,342.00,211,0.01723828
51.4917564392,0.0080233001,14:10:48,25/8/2016,110.00,110.95,114.00,75.00,76.04,80.00,342.00,209,0.017060315
51.4917411804,0.0080333003,14:10:50,25/8/2016,109.00,109.20,112.00,74.00,74.59,78.00,342.00,200,0.01585467
51.4917221069,0.0080450000,14:10:51,25/8/2016,108.00,108.89,112.00,74.00,74.01,77.00,342.00,199,0.0156483
51.4917144775,0.0080583009,14:10:52,25/8/2016,106.00,108.27,111.00,75.00,73.80,77.00,342.00,195,0.015241885
51.4916992187,0.0080683002,14:10:52,25/8/2016,109.00,108.94,112.00,74.00,74.10,77.00,342.00,199,0.015681447
51.4916839599,0.0080783004,14:10:54,25/8/2016,109.00,108.78,112.00,75.00,74.69,78.00,342.00,198,0.015575576
51.4916763305,0.0080850009,14:10:55,25/8/2016,109.00,108.90,112.00,75.00,75.00,78.00,342.00,199,0.015654925
51.4916572570,0.0080949993,14:10:56,25/8/2016,110.00,109.47,112.00,76.00,75.55,79.00,342.00,202,0.016036173
51.4916419982,0.0081066007,14:10:56,25/8/2016,111.00,110.59,114.00,76.00,75.97,79.00,342.00,208,0.016806578
51.4916267395,0.0081166000,14:10:58,25/8/2016,112.00,111.34,114.00,76.00,76.15,80.00,342.00,212,0.017338568
51.4916191101,0.0081250009,14:10:59,25/8/2016,112.00,112.02,115.00,77.00,76.46,80.00,342.00,215,0.017832292
51.4916000366,0.0081350002,14:11:0,25/8/2016,114.00,112.32,115.00,75.00,76.61,80.00,342.00,217,0.0180536
51.4915924072,0.0081449995,14:11:0,25/8/2016,113.00,112.25,115.00,76.00,76.29,80.00,342.00,217,0.018001778
51.4915771484,0.0081566009,14:11:2,25/8/2016,113.00,112.56,116.00,76.00,76.36,80.00,342.00,218,0.018232204
51.4915695190,0.0081666002,14:11:3,25/8/2016,112.00,111.85,115.00,76.00,75.94,80.00,342.00,214,0.017707834
51.4915542602,0.0081750001,14:11:4,25/8/2016,110.00,110.91,114.00,77.00,75.07,78.00,342.00,209,0.01703197
51.4915351867,0.0081849994,14:11:4,25/8/2016,109.00,110.43,113.00,73.00,74.77,78.00,342.00,207,0.016694773
51.4915199279,0.0081933002,14:11:6,25/8/2016,113.00,110.96,114.00,74.00,75.06,78.00,342.00,210,0.017067399
51.4915122985,0.0082033004,14:11:7,25/8/2016,111.00,111.86,115.00,76.00,75.83,79.00,342.00,214,0.017715145
51.4915046691,0.0082166004,14:11:8,25/8/2016,113.00,112.90,116.00,77.00,76.75,80.00,342.00,220,0.01848761
51.4914970397,0.0082315998,14:11:8,25/8/2016,114.00,113.40,117.00,77.00,77.21,81.00,342.00,223,0.01886831
51.4914894104,0.0082449998,14:11:10,25/8/2016,112.00,114.31,117.00,80.00,78.04,82.00,342.00,228,0.019577019
51.4914779663,0.0082600002,14:11:11,25/8/2016,115.00,114.89,118.00,78.00,78.23,81.00,1932.04,231,0.020039564
51.4914894104,0.0082715997,14:11:12,25/8/2016,115.00,115.11,118.00,79.00,78.51,82.00,1932.04,233,0.020217236
51.4914894104,0.0082866001,14:11:12,25/8/2016,114.00,114.76,118.00,78.00,78.16,82.00,1932.04,231,0.01993514
51.4914894104,0.0082966003,14:11:14,25/8/2016,113.00,114.03,117.00,77.00,77.67,81.00,1932.04,226,0.019356763
51.4914970397,0.0083065996,14:11:15,25/8/2016,112.00,112.82,117.00,76.00,76.67,80.00,1932.04,220,0.018427262
51.4914970397,0.0083183002,14:11:16,25/8/2016,112.00,112.09,115.00,76.00,75.96,79.00,1932.04,216,0.017883752
51.4915046691,0.0083300008,14:11:16,25/8/2016,113.00,112.52,116.00,77.00,76.17,80.00,1932.04,218,0.018202342
51.4915046691,0.0083415994,14:11:18,25/8/2016,115.00,113.81,117.00,77.00,77.22,81.00,1932.04,225,0.019185064
51.4915046691,0.0083566007,14:11:19,25/8/2016,115.00,114.52,118.00,78.00,77.90,81.00,1932.04,229,0.019743504
51.4914970397,0.0083699998,14:11:20,25/8/2016,115.00,115.01,118.00,78.00,78.08,82.00,1932.04,232,0.020136332
51.4914970397,0.0083850011,14:11:20,25/8/2016,115.00,115.11,118.00,78.00,78.44,82.00,1932.04,233,0.020217236
51.4914970397,0.0084016017,14:11:22,25/8/2016,116.00,115.51,119.00,79.00,78.82,82.00,1932.04,235,0.020543491
51.4914970397,0.0084183006,14:11:23,25/8/2016,116.00,115.57,119.00,79.00,78.83,82.00,1932.04,235,0.02059278
51.4915046691,0.0084366016,14:11:24,25/8/2016,115.00,115.54,119.00,78.00,78.75,82.00,1932.04,235,0.020568121
51.4915046691,0.0084549999,14:11:24,25/8/2016,115.00,115.44,118.00,79.00,78.66,82.00,1932.04,235,0.020486092
51.4915122985,0.0084699993,14:11:26,25/8/2016,115.00,115.32,118.00,78.00,78.29,81.00,1932.04,234,0.020388007
51.4915199279,0.0084783000,14:11:27,25/8/2016,115.00,115.14,118.00,78.00,78.16,82.00,1932.04,233,0.02024157
51.4915199279,0.0085016002,14:11:28,25/8/2016,116.00,115.00,118.00,77.00,78.02,81.00,1932.04,232,0.020128254
51.4915275573,0.0085200004,14:11:28,25/8/2016,115.00,114.96,118.00,78.00,77.92,81.00,1932.04,232,0.02009596
51.4915428161,0.0085315999,14:11:30,25/8/2016,116.00,114.76,118.00,78.00,77.72,81.00,1932.04,231,0.01993514
51.4915542602,0.0085383014,14:11:31,25/8/2016,113.00,114.86,118.00,79.00,77.69,81.00,1932.04,231,0.020015428
51.4915695190,0.0085450000,14:11:32,25/8/2016,115.00,114.65,118.00,78.00,77.64,81.00,1932.04,230,0.019847134
51.4915771484,0.0085483007,14:11:32,25/8/2016,114.00,114.41,117.00,77.00,77.18,80.00,1932.04,229,0.01965617
51.4915924072,0.0085516004,14:11:34,25/8/2016,114.00,114.00,117.00,77.00,77.00,80.00,1932.04,226,0.019333273
51.4916114807,0.0085550003,14:11:35,25/8/2016,113.00,113.60,117.00,77.00,76.88,80.00,1932.04,224,0.01902232
51.4916267395,0.0085600004,14:11:36,25/8/2016,111.00,113.18,116.00,77.00,76.60,80.00,1932.04,222,0.018700052
51.4916343688,0.0085665998,14:11:36,25/8/2016,113.00,113.09,116.00,76.00,76.28,80.00,1932.04,221,0.018631559
51.4916496276,0.0085733003,14:11:38,25/8/2016,113.00,113.08,116.00,76.00,76.19,80.00,1932.04,221,0.01862396
51.4916648864,0.0085750007,14:11:39,25/8/2016,113.00,112.89,116.00,76.00,76.14,79.00,1932.04,220,0.018480051
51.4916763305,0.0085799999,14:11:40,25/8/2016,113.00,112.74,116.00,76.00,75.99,79.00,1932.04,219,0.018367076
51.4916915893,0.0085816001,14:11:40,25/8/2016,114.00,112.54,116.00,79.00,75.94,79.00,3271.15,218,0.018217273
51.4917068481,0.0085882997,14:11:42,25/8/2016,112.00,112.21,115.00,76.00,75.63,79.00,3271.15,216,0.017972207
51.4917144775,0.0085982990,14:11:43,25/8/2016,112.00,112.16,115.00,76.00,75.77,79.00,3271.15,216,0.017935313
51.4917221069,0.0086083002,14:11:44,25/8/2016,112.00,112.06,115.00,75.00,75.71,79.00,3271.15,215,0.017861685
51.4917411804,0.0086116008,14:11:44,25/8/2016,112.00,112.04,115.00,76.00,75.50,79.00,3271.15,215,0.017846985
51.4917488098,0.0086166000,14:11:46,25/8/2016,112.00,111.94,115.00,75.00,75.36,79.00,3271.15,215,0.017773649
51.4917640686,0.0086265993,14:11:47,25/8/2016,112.00,111.83,115.00,75.00,75.21,78.00,3271.15,214,0.017693246
51.4917716979,0.0086316003,14:11:48,25/8/2016,112.00,112.02,115.00,75.00,75.45,79.00,3271.15,215,0.017832292
51.4917793273,0.0086316003,14:11:48,25/8/2016,112.00,112.01,115.00,76.00,75.66,79.00,3271.15,215,0.017824959
51.4917869567,0.0086300010,14:11:50,25/8/2016,112.00,112.02,115.00,75.00,75.63,79.00,3271.15,215,0.017832292
51.4917984008,0.0086300010,14:11:51,25/8/2016,112.00,111.89,115.00,75.00,75.40,79.00,3271.15,215,0.01773707
51.4918060302,0.0086316003,14:11:52,25/8/2016,112.00,111.96,115.00,75.00,75.60,79.00,3271.15,215,0.017788297
51.4918212890,0.0086316003,14:11:52,25/8/2016,112.00,111.86,115.00,75.00,75.37,79.00,3271.15,214,0.017715145
51.4918212890,0.0086282997,14:11:54,25/8/2016,112.00,111.86,115.00,75.00,75.22,79.00,3271.15,214,0.017715145
51.4918289184,0.0086282997,14:11:55,25/8/2016,112.00,111.85,115.00,75.00,75.13,79.00,3271.15,214,0.017707834
51.4918289184,0.0086300010,14:11:56,25/8/2016,112.00,112.15,115.00,78.00,75.50,79.00,3271.15,216,0.017927943
51.4918289184,0.0086350002,14:11:56,25/8/2016,112.00,112.11,115.00,76.00,75.73,79.00,3271.15,216,0.017898466
51.4918365478,0.0086366004,14:11:58,25/8/2016,110.00,112.12,115.00,77.00,75.77,79.00,3271.15,216,0.01790583
51.4918365478,0.0086383008,14:11:59,25/8/2016,113.00,112.43,115.00,76.00,76.03,79.00,3271.15,218,0.018135289
51.4918365478,0.0086400003,14:12:0,25/8/2016,113.00,112.89,116.00,76.00,75.99,79.00,3271.15,220,0.018480051
51.4918289184,0.0086316003,14:12:0,25/8/2016,113.00,112.76,116.00,76.00,75.87,79.00,3271.15,219,0.018382106
51.4918289184,0.0086366004,14:12:2,25/8/2016,112.00,112.27,115.00,76.00,75.93,79.00,3271.15,217,0.018016575
51.4918289184,0.0086316003,14:12:3,25/8/2016,112.00,112.20,115.00,76.00,75.91,79.00,3271.15,216,0.017964832
51.4918365478,0.0086250009,14:12:4,25/8/2016,112.00,112.17,115.00,76.00,75.90,79.00,3271.15,216,0.01794268
51.4918365478,0.0086216001,14:12:4,25/8/2016,112.00,112.18,115.00,76.00,75.96,79.00,3271.15,216,0.017950073
51.4918365478,0.0086199998,14:12:6,25/8/2016,112.00,112.18,115.00,74.00,76.05,79.00,3271.15,216,0.017950073
51.4918365478,0.0086199998,14:12:7,25/8/2016,112.00,112.18,115.00,76.00,76.15,80.00,3271.15,216,0.017950073
51.4918365478,0.0086250009,14:12:8,25/8/2016,113.00,112.44,116.00,76.00,76.31,80.00,3271.15,218,0.018142736
51.4918441772,0.0086233005,14:12:8,25/8/2016,113.00,112.65,116.00,78.00,76.44,80.00,3271.15,219,0.018299554
51.4918441772,0.0086216001,14:12:10,25/8/2016,113.00,112.79,116.00,77.00,76.44,80.00,3271.15,220,0.018404674
